Employee_ID,Hospital,Department,Job_Level,Job_Role,Location,Gender,Age,Education,Employment_Type,Work_Mode,Shift,Years_at_Hospital,Years_in_Current_Role,Total_Work_Experience,Monthly_Salary_INR,Annual_Salary_INR,Annual_Bonus_INR,Job_Satisfaction,Work_Life_Balance,Performance_Rating,Overtime_Hours_Month,Overtime,Night_Shifts_Month,Training_Hours_Year,Patients_Handled_Month,Projects_Count,Promotions_Last_5_Years,Manager_Rating,Distance_From_Home_KM,Salary_Growth_Potential,Attrition_Probability,Attrition
HOSP10500,District General Hospital,General Medicine,L1,Physiotherapist,Hubballi,Male,56,Bachelor's,Full-Time,On-Site,Day,14,2,9,19286,231432,240705,3,5,1,31,Yes,0,113,253,0,0,5,38.6,Medium,0.7203,Yes
HOSP10501,Mangalore Medical Centre,Outpatient,L2,Data Analyst,Mangaluru,Male,40,Bachelor's,Contract,On-Site,Night,14,10,10,126304,1515648,1908,4,5,2,61,Yes,8,62,74,0,1,2,31.7,Low,0.9669,No
HOSP10502,District General Hospital,Outpatient,L5,Lab Technician,Mangaluru,Male,38,MBBS,Full-Time,On-Site,Day,2,9,26,122959,1475508,236330,5,4,4,36,Yes,13,14,311,3,2,3,34.6,Low,0.9073,Yes
HOSP10503,Manipal Hospital,Physiotherapy,L2,Radiology Technician,Udupi,Male,58,Bachelor's,Contract,On-Site,Night,18,7,1,175557,2106684,244561,2,4,3,37,Yes,14,18,259,3,2,5,14.5,Low,0.9155,Yes
HOSP10504,Apollo Hospital,Emergency,L2,Consultant Doctor,Udupi,Male,23,MD/MS,Full-Time,Hybrid,Day,2,6,14,77967,935604,161430,4,3,4,29,Yes,7,85,331,8,2,1,10.6,High,0.6049,No
HOSP10505,Fortis Hospital,Physiotherapy,L1,Lab Technician,Chennai,Female,43,Diploma,Full-Time,On-Site,Rotational,5,0,6,115803,1389636,30412,5,4,2,57,Yes,12,69,55,0,1,1,18.6,Medium,0.938,Yes
HOSP10506,AIIMS Mangaluru,Physiotherapy,L5,Physiotherapist,Mangaluru,Female,52,MBBS,Full-Time,On-Site,Day,3,9,8,147745,1772940,128319,2,4,3,31,Yes,14,46,108,2,0,2,1.6,Low,0.8654,Yes
HOSP10507,Fortis Hospital,Outpatient,L1,Staff Nurse,Mysuru,Female,36,PhD,Full-Time,On-Site,Rotational,12,4,4,72583,870996,83710,4,1,3,65,Yes,0,70,231,2,2,5,41.4,Low,0.9455,Yes
HOSP10508,Apollo Hospital,Laboratory,L3,Staff Nurse,Kochi,Female,25,Bachelor's,Full-Time,On-Site,Night,12,9,6,142077,1704924,212104,3,1,3,50,Yes,1,107,337,7,1,4,17.7,High,0.8084,Yes
HOSP10509,Apollo Hospital,General Medicine,L4,Billing Executive,Kochi,Female,24,Diploma,Full-Time,On-Site,Rotational,10,8,19,129359,1552308,2928,5,2,3,10,No,1,47,384,1,1,1,44.5,Medium,0.7306,Yes
HOSP10510,Apollo Hospital,ICU,L2,Consultant Doctor,Hubballi,Female,41,Master's,Full-Time,On-Site,Rotational,4,10,1,45086,541032,65158,5,3,4,58,Yes,1,72,264,5,2,4,34.4,Medium,0.8586,No
HOSP10511,Fortis Hospital,Emergency,L3,Resident Doctor,Mangaluru,Male,60,Bachelor's,Full-Time,On-Site,Rotational,0,5,2,165556,1986672,161704,3,1,3,19,No,5,19,106,10,2,4,4.1,High,0.4871,Yes
HOSP10512,Mangalore Medical Centre,Outpatient,L1,IT Support Engineer,Mangaluru,Female,34,Diploma,Part-Time,On-Site,Day,8,7,1,122132,1465584,32309,1,3,4,36,Yes,3,36,259,3,3,3,29.9,Medium,0.8,No
HOSP10513,Apollo Hospital,General Medicine,L2,Ward Assistant,Chennai,Female,59,MD/MS,Full-Time,On-Site,Rotational,16,9,20,77263,927156,9280,4,3,3,72,Yes,7,74,339,9,3,3,12.6,Low,0.9249,Yes
HOSP10514,District General Hospital,ICU,L4,Data Analyst,Mangaluru,Female,51,Master's,Full-Time,On-Site,Rotational,0,0,21,167747,2012964,40449,3,5,3,48,Yes,0,1,207,5,1,1,11.3,Medium,0.7641,Yes
HOSP10515,Fortis Hospital,ICU,L4,Senior Nurse,Mysuru,Female,34,MD/MS,Full-Time,On-Site,Day,2,9,30,138155,1657860,218243,5,3,2,18,No,14,63,76,4,3,4,11.9,High,0.624,Yes
HOSP10516,Apollo Hospital,Cardiology,L3,Data Analyst,Udupi,Male,26,PhD,Full-Time,On-Site,Day,14,10,30,78664,943968,26957,4,5,4,54,Yes,9,85,132,8,3,3,41.3,High,0.9299,Yes
HOSP10517,District General Hospital,IT,L3,Resident Doctor,Mangaluru,Male,32,Diploma,Full-Time,On-Site,Night,20,6,22,173752,2085024,167967,4,2,4,39,Yes,13,111,242,8,2,5,22.7,Low,0.8889,Yes
HOSP10518,Mangalore Medical Centre,Emergency,L1,Hospital Administrator,Mangaluru,Female,36,MD/MS,Full-Time,Hybrid,Rotational,9,2,18,166149,1993788,70499,1,2,5,6,No,3,35,89,0,3,5,30.3,Low,0.6249,No
HOSP10519,Manipal Hospital,ICU,L1,Billing Executive,Chennai,Male,37,PhD,Contract,On-Site,Night,7,8,3,138474,1661688,93057,5,2,2,4,No,15,4,246,2,1,5,13.0,Low,0.7398,Yes
HOSP10520,Mangalore Medical Centre,Outpatient,L1,Billing Executive,Bengaluru,Male,43,Diploma,Part-Time,On-Site,Night,11,5,23,94968,1139616,229223,2,5,4,41,Yes,9,63,275,0,2,5,23.8,Medium,0.8504,Yes
HOSP10521,Apollo Hospital,Cardiology,L2,Hospital Administrator,Chennai,Female,34,Diploma,Full-Time,On-Site,Day,14,4,19,152563,1830756,110065,1,5,2,47,Yes,10,6,199,5,3,4,16.1,Medium,0.8955,Yes
HOSP10522,Fortis Hospital,General Medicine,L2,Receptionist,Chennai,Female,27,MD/MS,Full-Time,Hybrid,Day,8,7,6,152464,1829568,242930,1,2,2,6,No,4,69,203,2,3,5,14.8,Low,0.4945,Yes
HOSP10523,CityCare Hospital,Surgery,L2,Hospital Administrator,Mysuru,Female,52,Diploma,Full-Time,On-Site,Rotational,9,7,27,85804,1029648,152767,2,5,2,10,No,8,119,210,0,3,4,11.5,High,0.4856,Yes
HOSP10524,Apollo Hospital,Emergency,L2,Staff Nurse,Hubballi,Female,35,Bachelor's,Full-Time,On-Site,Day,19,2,21,56400,676800,74893,2,4,1,72,Yes,4,21,251,5,0,1,18.7,Medium,0.9617,Yes
HOSP10525,CityCare Hospital,Laboratory,L2,Staff Nurse,Mangaluru,Female,37,Diploma,Full-Time,On-Site,Rotational,8,1,6,46088,553056,194195,1,4,4,48,Yes,12,73,295,4,3,1,29.9,Medium,0.9403,Yes
HOSP10526,District General Hospital,Physiotherapy,L3,Pharmacist,Chennai,Male,54,MBBS,Full-Time,Hybrid,Rotational,14,1,16,174537,2094444,25176,4,5,2,29,Yes,10,45,252,7,3,5,10.4,High,0.6876,No
HOSP10527,Manipal Hospital,Radiology,L4,Lab Technician,Chennai,Female,25,PhD,Full-Time,On-Site,Day,20,4,18,105893,1270716,149481,3,5,1,40,Yes,2,39,73,1,1,5,43.5,Medium,0.8702,Yes
HOSP10528,AIIMS Mangaluru,Radiology,L2,Physiotherapist,Bengaluru,Female,47,Diploma,Full-Time,On-Site,Rotational,20,9,21,23969,287628,56967,3,1,1,2,No,10,60,276,7,3,5,6.0,Medium,0.3775,Yes
HOSP10529,Mangalore Medical Centre,General Medicine,L5,Senior Nurse,Chennai,Female,43,MBBS,Full-Time,Hybrid,Day,0,6,15,26981,323772,987,1,1,3,39,Yes,3,109,109,4,0,1,21.9,Medium,0.8631,Yes
HOSP10530,Manipal Hospital,Administration,L4,Consultant Doctor,Kochi,Male,60,Diploma,Contract,On-Site,Rotational,1,7,2,170104,2041248,185534,4,3,3,50,Yes,9,45,245,7,2,3,4.3,High,0.8362,Yes
HOSP10531,Apollo Hospital,Administration,L1,Physiotherapist,Hubballi,Female,34,Diploma,Full-Time,On-Site,Day,18,9,14,72091,865092,198573,2,3,4,31,Yes,6,83,266,9,3,1,1.5,Low,0.6542,Yes
HOSP10532,CityCare Hospital,General Medicine,L4,Data Analyst,Mangaluru,Female,35,MD/MS,Part-Time,On-Site,Rotational,13,7,13,125154,1501848,236692,1,3,3,47,Yes,0,27,170,3,3,5,41.6,High,0.8948,Yes
HOSP10533,Mangalore Medical Centre,Outpatient,L3,Pharmacist,Mangaluru,Female,53,Bachelor's,Contract,Hybrid,Night,7,7,14,42408,508896,96854,5,2,4,70,Yes,10,86,132,3,1,3,36.6,Low,0.9832,Yes
HOSP10534,CityCare Hospital,ICU,L3,Staff Nurse,Bengaluru,Male,51,PhD,Full-Time,On-Site,Night,5,9,13,173313,2079756,26015,4,4,1,70,Yes,5,34,288,9,3,3,31.4,Low,0.9569,Yes
HOSP10535,Fortis Hospital,IT,L2,Billing Executive,Mysuru,Female,55,Bachelor's,Full-Time,Hybrid,Rotational,11,10,6,65940,791280,225799,5,2,1,19,No,7,0,176,3,3,2,39.0,Low,0.852,Yes
HOSP10536,CityCare Hospital,Emergency,L3,Consultant Doctor,Mangaluru,Female,37,Master's,Full-Time,On-Site,Day,14,2,24,21657,259884,112350,5,5,4,34,Yes,0,28,385,10,3,4,36.2,High,0.7103,Yes
HOSP10537,Fortis Hospital,Radiology,L2,Staff Nurse,Kochi,Female,48,MD/MS,Contract,On-Site,Rotational,13,10,2,39230,470760,66404,1,1,3,23,Yes,7,8,366,5,3,5,29.3,Medium,0.8508,Yes
HOSP10538,District General Hospital,Radiology,L3,IT Support Engineer,Mangaluru,Male,39,MD/MS,Contract,Hybrid,Night,20,1,29,167752,2013024,116751,4,5,3,39,Yes,6,8,370,3,2,4,38.2,Low,0.9031,Yes
HOSP10539,Mangalore Medical Centre,IT,L3,Senior Nurse,Kochi,Female,43,Bachelor's,Full-Time,On-Site,Rotational,0,3,16,102731,1232772,128807,5,5,4,76,Yes,0,21,318,8,1,2,17.9,High,0.9273,Yes
HOSP10540,Mangalore Medical Centre,ICU,L3,Lab Technician,Hubballi,Female,52,MD/MS,Full-Time,On-Site,Day,10,0,9,156939,1883268,181353,4,1,5,51,Yes,8,62,178,8,2,4,25.1,Medium,0.8883,Yes
HOSP10541,AIIMS Mangaluru,Radiology,L3,Receptionist,Hubballi,Female,60,Bachelor's,Part-Time,On-Site,Rotational,2,2,14,22329,267948,168218,3,5,3,38,Yes,10,65,349,2,0,5,35.0,High,0.8844,Yes
HOSP10542,Apollo Hospital,Physiotherapy,L3,Physiotherapist,Udupi,Male,33,MD/MS,Full-Time,On-Site,Day,18,10,28,53865,646380,48231,5,3,2,67,Yes,2,79,244,6,3,2,4.3,Low,0.8539,Yes
HOSP10543,Fortis Hospital,Laboratory,L1,Physiotherapist,Udupi,Female,40,Diploma,Part-Time,On-Site,Night,17,8,5,55869,670428,160104,5,1,3,60,Yes,1,103,33,4,0,4,38.7,Low,0.9429,Yes
HOSP10544,AIIMS Mangaluru,Emergency,L2,Hospital Administrator,Kochi,Female,55,Bachelor's,Contract,On-Site,Day,19,6,27,138185,1658220,28305,4,5,5,75,Yes,6,57,374,8,2,1,7.5,Medium,0.9369,Yes
HOSP10545,CityCare Hospital,Pharmacy,L4,Resident Doctor,Mysuru,Female,25,Bachelor's,Full-Time,On-Site,Rotational,1,6,16,101984,1223808,54306,3,3,1,80,Yes,10,69,128,1,0,3,39.0,High,0.9831,Yes
HOSP10546,CityCare Hospital,Radiology,L2,Hospital Administrator,Mangaluru,Male,29,MBBS,Full-Time,On-Site,Day,6,0,16,143172,1718064,219248,5,3,1,64,Yes,2,54,115,2,3,2,14.4,Medium,0.8812,Yes
HOSP10547,AIIMS Mangaluru,General Medicine,L1,IT Support Engineer,Chennai,Male,49,MD/MS,Full-Time,On-Site,Rotational,7,6,13,119069,1428828,121139,1,4,1,61,Yes,0,12,214,9,0,1,15.0,Medium,0.9038,Yes
HOSP10548,Mangalore Medical Centre,Laboratory,L1,Consultant Doctor,Mangaluru,Female,26,MD/MS,Full-Time,Hybrid,Rotational,18,9,23,107711,1292532,18318,4,3,3,80,Yes,9,96,77,4,2,5,3.8,High,0.9284,Yes
HOSP10549,CityCare Hospital,Radiology,L2,Ward Assistant,Udupi,Male,45,Bachelor's,Full-Time,On-Site,Day,14,6,24,84252,1011024,144318,4,2,1,1,No,12,18,371,4,3,3,39.9,Low,0.7688,No
HOSP10550,District General Hospital,Nursing,L5,Hospital Administrator,Chennai,Male,51,Diploma,Part-Time,On-Site,Rotational,9,3,17,97386,1168632,164916,5,1,5,5,No,2,78,313,9,1,2,8.3,Medium,0.3264,Yes
HOSP10551,District General Hospital,Physiotherapy,L3,Receptionist,Kochi,Male,42,Diploma,Contract,On-Site,Day,0,6,24,136728,1640736,163674,3,1,5,74,Yes,5,32,173,6,2,3,28.5,Medium,0.9663,Yes
HOSP10552,AIIMS Mangaluru,Laboratory,L5,Pharmacist,Chennai,Female,22,PhD,Contract,On-Site,Night,5,7,4,150783,1809396,21584,5,1,3,42,Yes,2,73,83,7,3,2,29.2,Low,0.88,Yes
HOSP10553,Fortis Hospital,Cardiology,L3,Hospital Administrator,Mangaluru,Female,25,Diploma,Full-Time,On-Site,Rotational,12,2,28,43801,525612,247399,2,5,2,39,Yes,4,64,177,7,1,2,13.0,Low,0.8205,Yes
HOSP10554,Fortis Hospital,Pharmacy,L2,Hospital Administrator,Mangaluru,Male,47,MD/MS,Contract,On-Site,Rotational,13,9,7,108709,1304508,15169,5,5,3,38,Yes,8,59,284,0,0,4,44.4,High,0.9298,Yes
HOSP10555,AIIMS Mangaluru,Pediatrics,L2,Ward Assistant,Mysuru,Male,45,MBBS,Full-Time,Hybrid,Rotational,2,1,6,71270,855240,25968,2,2,1,27,Yes,6,11,140,0,0,3,3.4,High,0.7118,Yes
HOSP10556,Fortis Hospital,General Medicine,L3,Resident Doctor,Bengaluru,Male,28,Bachelor's,Full-Time,Hybrid,Day,10,6,22,73535,882420,137457,1,3,3,79,Yes,1,42,307,2,0,3,27.6,Low,0.9718,Yes
HOSP10557,Mangalore Medical Centre,General Medicine,L1,Senior Nurse,Chennai,Female,21,Master's,Full-Time,On-Site,Night,2,4,3,34220,410640,204830,4,5,5,62,Yes,0,92,30,0,3,1,21.8,Low,0.8645,Yes
HOSP10558,Mangalore Medical Centre,Emergency,L4,Pharmacist,Udupi,Female,40,MBBS,Full-Time,Hybrid,Day,18,4,17,31392,376704,122684,4,3,3,63,Yes,6,16,233,0,0,5,11.4,Low,0.9133,No
HOSP10559,Fortis Hospital,IT,L4,Hospital Administrator,Udupi,Male,43,Master's,Contract,On-Site,Rotational,9,4,4,151318,1815816,115391,3,3,3,11,No,3,67,181,9,0,1,7.8,High,0.4153,No
HOSP10560,District General Hospital,Laboratory,L2,IT Support Engineer,Bengaluru,Male,52,MBBS,Full-Time,On-Site,Night,14,6,15,38010,456120,25444,5,5,2,40,Yes,10,28,124,7,1,4,33.3,Medium,0.906,No
HOSP10561,Fortis Hospital,ICU,L5,Billing Executive,Mangaluru,Male,31,Diploma,Full-Time,Hybrid,Rotational,10,8,13,144951,1739412,234856,1,5,5,28,Yes,6,54,166,0,1,2,41.3,High,0.8905,Yes
HOSP10562,Mangalore Medical Centre,General Medicine,L4,Lab Technician,Mysuru,Male,59,MD/MS,Full-Time,On-Site,Day,14,10,26,86358,1036296,106081,2,2,4,22,Yes,5,6,201,8,1,4,5.3,High,0.6308,Yes
HOSP10563,Manipal Hospital,Laboratory,L3,Receptionist,Mysuru,Female,44,Master's,Full-Time,On-Site,Night,12,7,26,166306,1995672,62497,3,4,4,79,Yes,6,43,357,1,3,4,9.1,Medium,0.9251,Yes
HOSP10564,Apollo Hospital,Outpatient,L1,Ward Assistant,Udupi,Male,31,MBBS,Full-Time,On-Site,Night,4,5,18,114190,1370280,5362,1,1,5,50,Yes,3,76,56,8,2,1,44.4,Low,0.9528,Yes
HOSP10565,CityCare Hospital,Laboratory,L2,Lab Technician,Mysuru,Female,49,MD/MS,Full-Time,On-Site,Day,3,6,30,133795,1605540,99254,1,5,4,44,Yes,2,4,101,6,0,2,1.2,Medium,0.7412,Yes
HOSP10566,Manipal Hospital,Outpatient,L3,Ward Assistant,Hubballi,Male,46,Master's,Full-Time,On-Site,Night,12,8,13,140790,1689480,139322,2,5,1,21,Yes,11,59,31,8,0,5,23.1,Low,0.842,Yes
HOSP10567,Fortis Hospital,Nursing,L2,IT Support Engineer,Bengaluru,Male,36,Bachelor's,Full-Time,On-Site,Rotational,8,10,8,143223,1718676,68354,2,3,4,9,No,4,5,23,2,3,4,23.5,Low,0.5542,No
HOSP10568,District General Hospital,Surgery,L1,Lab Technician,Mangaluru,Male,55,MBBS,Part-Time,Hybrid,Rotational,16,5,5,93205,1118460,36368,4,4,1,6,No,2,97,62,0,0,5,12.2,Low,0.3223,Yes
HOSP10569,AIIMS Mangaluru,Surgery,L4,Ward Assistant,Hubballi,Male,40,Bachelor's,Full-Time,On-Site,Night,1,0,16,170856,2050272,44109,5,5,5,72,Yes,13,116,70,0,3,2,30.0,Medium,0.9729,Yes
HOSP10570,Fortis Hospital,Pediatrics,L1,Data Analyst,Bengaluru,Male,23,Diploma,Full-Time,On-Site,Night,4,3,18,178744,2144928,211661,3,4,4,14,No,2,6,280,10,3,2,42.5,Medium,0.6496,No
HOSP10571,District General Hospital,Cardiology,L3,Lab Technician,Kochi,Female,21,Bachelor's,Full-Time,On-Site,Day,15,7,11,19082,228984,188717,5,1,4,76,Yes,3,45,153,9,3,1,20.5,Medium,0.9529,No
HOSP10572,Apollo Hospital,Pediatrics,L5,Resident Doctor,Chennai,Male,21,Bachelor's,Full-Time,On-Site,Rotational,6,6,3,160220,1922640,188069,3,3,1,45,Yes,7,56,106,5,2,3,33.8,Medium,0.8868,Yes
HOSP10573,Fortis Hospital,Outpatient,L4,Radiology Technician,Udupi,Male,37,PhD,Full-Time,On-Site,Day,0,2,15,176566,2118792,27426,1,2,1,60,Yes,1,53,381,6,3,1,29.3,Low,0.9554,Yes
HOSP10574,Mangalore Medical Centre,Radiology,L2,Pharmacist,Mysuru,Male,22,MBBS,Full-Time,On-Site,Rotational,11,9,24,93093,1117116,117632,2,1,3,60,Yes,3,91,75,8,2,5,21.5,High,0.9147,Yes
HOSP10575,AIIMS Mangaluru,ICU,L4,Consultant Doctor,Kochi,Female,49,Diploma,Contract,Hybrid,Night,20,2,10,69952,839424,112637,2,4,2,50,Yes,10,45,236,5,2,1,2.7,Medium,0.9033,Yes
HOSP10576,District General Hospital,Radiology,L1,Senior Nurse,Mysuru,Female,40,Bachelor's,Full-Time,Hybrid,Night,10,10,21,54719,656628,39023,1,4,4,37,Yes,15,9,385,4,0,2,33.5,Low,0.9615,Yes
HOSP10577,District General Hospital,Administration,L1,Data Analyst,Hubballi,Female,26,MD/MS,Part-Time,On-Site,Rotational,11,2,3,66737,800844,122268,1,1,2,11,No,2,3,87,1,1,4,16.7,Medium,0.5719,No
HOSP10578,District General Hospital,Radiology,L3,Medical Officer,Mangaluru,Female,28,Master's,Contract,Hybrid,Day,18,0,16,125271,1503252,190339,3,4,2,76,Yes,6,66,371,1,2,3,10.5,Medium,0.9274,Yes
HOSP10579,Apollo Hospital,Emergency,L2,Staff Nurse,Mangaluru,Male,49,Bachelor's,Full-Time,On-Site,Rotational,11,9,7,163111,1957332,155964,1,2,4,65,Yes,15,24,63,7,2,2,42.7,Low,0.9926,Yes
HOSP10580,Fortis Hospital,Radiology,L2,IT Support Engineer,Mangaluru,Male,53,Diploma,Full-Time,On-Site,Night,11,0,13,85839,1030068,190304,3,2,1,53,Yes,1,86,162,0,1,4,34.9,Low,0.9134,Yes
HOSP10581,Apollo Hospital,Pediatrics,L3,IT Support Engineer,Mysuru,Male,23,Bachelor's,Full-Time,On-Site,Day,13,5,26,65931,791172,109211,5,4,3,38,Yes,0,90,365,7,2,5,43.3,High,0.7765,Yes
HOSP10582,CityCare Hospital,General Medicine,L1,Hospital Administrator,Kochi,Female,55,Master's,Contract,On-Site,Night,1,0,1,57925,695100,94897,2,4,5,75,Yes,9,77,61,10,1,5,11.9,Low,0.9681,No
HOSP10583,CityCare Hospital,Physiotherapy,L2,Billing Executive,Mangaluru,Male,25,Diploma,Contract,On-Site,Rotational,1,4,10,105745,1268940,190297,2,2,4,38,Yes,0,60,158,9,0,5,37.7,Medium,0.8743,Yes
HOSP10584,Fortis Hospital,General Medicine,L2,Receptionist,Kochi,Male,47,MBBS,Full-Time,On-Site,Rotational,3,3,30,144298,1731576,147079,2,4,4,77,Yes,5,37,92,10,3,1,27.5,High,0.972,Yes
HOSP10585,Mangalore Medical Centre,Surgery,L4,Consultant Doctor,Mysuru,Female,32,Diploma,Part-Time,On-Site,Day,19,4,10,111709,1340508,79777,5,5,5,29,Yes,2,31,286,6,1,5,44.2,Medium,0.7878,Yes
HOSP10586,Apollo Hospital,Physiotherapy,L3,Staff Nurse,Hubballi,Female,40,MBBS,Full-Time,Hybrid,Rotational,15,6,23,60287,723444,44858,5,3,2,47,Yes,6,22,213,6,3,5,42.6,Low,0.9273,Yes
HOSP10587,AIIMS Mangaluru,IT,L2,IT Support Engineer,Kochi,Female,40,Diploma,Contract,On-Site,Day,9,5,21,125252,1503024,176145,4,5,3,30,Yes,7,110,174,4,1,1,43.8,High,0.8941,Yes
HOSP10588,District General Hospital,ICU,L2,Pharmacist,Hubballi,Male,29,Master's,Contract,On-Site,Day,12,8,23,127323,1527876,220510,3,4,2,24,Yes,4,103,265,2,3,4,42.9,Medium,0.7616,Yes
HOSP10589,District General Hospital,ICU,L1,Consultant Doctor,Mysuru,Male,59,Master's,Full-Time,On-Site,Day,1,5,5,30803,369636,90042,3,4,5,67,Yes,4,36,333,6,0,2,0.8,Medium,0.8702,Yes
HOSP10590,Fortis Hospital,Emergency,L1,Lab Technician,Mysuru,Female,24,Diploma,Full-Time,On-Site,Day,2,8,20,136819,1641828,83098,4,3,5,50,Yes,11,2,237,6,2,3,33.5,Medium,0.925,Yes
HOSP10591,Mangalore Medical Centre,Pediatrics,L4,Lab Technician,Udupi,Male,39,Bachelor's,Full-Time,On-Site,Day,18,3,20,111361,1336332,20239,2,4,3,12,No,1,98,272,6,0,5,12.6,High,0.4064,Yes
HOSP10592,CityCare Hospital,Surgery,L2,Medical Officer,Mysuru,Female,58,Master's,Full-Time,On-Site,Rotational,5,0,13,31698,380376,194041,3,3,5,62,Yes,7,12,296,10,2,5,31.9,High,0.9332,Yes
HOSP10593,CityCare Hospital,Nursing,L1,Staff Nurse,Mysuru,Female,47,MBBS,Part-Time,On-Site,Night,18,0,29,33376,400512,144137,3,2,5,41,Yes,9,33,296,1,3,5,44.1,High,0.9295,Yes
HOSP10594,District General Hospital,Administration,L3,IT Support Engineer,Bengaluru,Male,33,MBBS,Full-Time,On-Site,Day,20,9,9,31117,373404,110951,2,3,3,53,Yes,15,87,91,2,3,1,2.3,Medium,0.9172,Yes
HOSP10595,Fortis Hospital,ICU,L3,Senior Nurse,Mangaluru,Female,33,MD/MS,Full-Time,On-Site,Day,19,6,25,66786,801432,41291,1,3,4,66,Yes,12,64,148,2,2,1,25.7,High,0.9683,Yes
HOSP10596,Apollo Hospital,General Medicine,L3,IT Support Engineer,Udupi,Female,42,PhD,Full-Time,On-Site,Rotational,18,2,26,131005,1572060,38805,1,5,2,79,Yes,0,75,377,3,1,1,33.2,High,0.9703,Yes
HOSP10597,CityCare Hospital,Radiology,L2,Pharmacist,Chennai,Female,48,PhD,Contract,On-Site,Rotational,7,1,7,84480,1013760,98831,4,4,4,55,Yes,9,7,205,8,0,3,11.8,High,0.8983,No
HOSP10598,Apollo Hospital,Radiology,L2,Lab Technician,Udupi,Male,42,PhD,Full-Time,On-Site,Day,13,5,6,150583,1806996,149515,5,2,4,18,No,8,82,32,9,1,2,10.5,High,0.6172,Yes
HOSP10599,Mangalore Medical Centre,IT,L2,Hospital Administrator,Udupi,Female,39,MBBS,Full-Time,On-Site,Day,9,5,7,71233,854796,9290,3,1,2,45,Yes,0,8,348,0,3,5,3.2,Low,0.6936,Yes
HOSP10600,CityCare Hospital,Surgery,L1,Radiology Technician,Chennai,Female,28,MD/MS,Full-Time,On-Site,Day,2,6,27,129022,1548264,131283,3,3,4,14,No,0,27,239,6,0,4,4.7,Medium,0.2838,Yes
HOSP10601,CityCare Hospital,Pediatrics,L3,Resident Doctor,Bengaluru,Female,28,PhD,Contract,On-Site,Day,5,4,7,171574,2058888,83634,4,1,3,31,Yes,0,77,25,6,0,5,29.7,Low,0.7849,No
HOSP10602,Manipal Hospital,Pediatrics,L4,Resident Doctor,Hubballi,Female,46,PhD,Part-Time,On-Site,Day,14,7,22,110529,1326348,19072,4,4,2,48,Yes,6,90,258,10,1,5,23.0,Medium,0.8462,Yes
HOSP10603,CityCare Hospital,Cardiology,L3,Ward Assistant,Mysuru,Female,46,Diploma,Full-Time,On-Site,Night,17,6,1,118919,1427028,43290,3,3,1,20,Yes,3,17,131,3,2,5,1.8,Low,0.4093,Yes
HOSP10604,AIIMS Mangaluru,Outpatient,L4,Senior Nurse,Mangaluru,Female,43,Diploma,Full-Time,On-Site,Day,13,1,26,101533,1218396,85186,2,1,4,64,Yes,11,41,247,10,2,5,43.6,High,0.9841,Yes
HOSP10605,Fortis Hospital,Pharmacy,L2,IT Support Engineer,Kochi,Female,33,Diploma,Full-Time,On-Site,Night,18,0,30,87407,1048884,15115,2,5,5,69,Yes,6,40,36,0,0,2,29.7,Medium,0.9717,Yes
HOSP10606,Fortis Hospital,ICU,L3,Resident Doctor,Chennai,Male,48,Bachelor's,Full-Time,On-Site,Day,9,8,15,91809,1101708,5149,5,1,2,26,Yes,4,69,92,2,2,4,23.4,Medium,0.6568,No
HOSP10607,Apollo Hospital,Pediatrics,L2,Ward Assistant,Hubballi,Male,29,PhD,Full-Time,Hybrid,Rotational,14,4,8,35229,422748,41992,3,5,1,22,Yes,15,32,31,4,3,1,12.6,Medium,0.7722,Yes
HOSP10608,Mangalore Medical Centre,IT,L3,Staff Nurse,Chennai,Female,40,Bachelor's,Contract,Hybrid,Rotational,3,10,12,176457,2117484,17716,3,2,5,46,Yes,11,100,105,1,1,4,29.8,Low,0.945,Yes
HOSP10609,CityCare Hospital,General Medicine,L2,Lab Technician,Mysuru,Male,39,MD/MS,Full-Time,On-Site,Rotational,1,4,22,60176,722112,97724,3,4,1,11,No,15,105,199,6,1,5,16.7,Medium,0.6524,Yes
HOSP10610,AIIMS Mangaluru,Surgery,L1,Receptionist,Bengaluru,Male,59,MBBS,Part-Time,On-Site,Night,2,9,11,112825,1353900,13621,3,1,4,65,Yes,13,88,141,9,1,4,31.8,Medium,0.9726,Yes
HOSP10611,Apollo Hospital,Administration,L2,Billing Executive,Chennai,Female,32,PhD,Full-Time,On-Site,Night,6,3,26,152332,1827984,137892,4,3,5,4,No,6,76,223,9,0,5,30.9,High,0.4704,No
HOSP10612,Manipal Hospital,Cardiology,L5,Data Analyst,Mysuru,Male,35,MBBS,Full-Time,Hybrid,Night,15,1,30,115555,1386660,113065,1,4,4,8,No,9,53,89,6,0,4,4.6,Low,0.5352,Yes
HOSP10613,Apollo Hospital,IT,L2,Lab Technician,Mysuru,Female,51,Diploma,Full-Time,Hybrid,Rotational,9,4,21,21145,253740,173872,3,1,5,19,No,13,86,127,9,2,3,41.0,Low,0.8606,Yes
HOSP10614,Apollo Hospital,Laboratory,L1,Data Analyst,Bengaluru,Female,34,PhD,Full-Time,On-Site,Night,18,1,24,115289,1383468,186115,1,3,2,62,Yes,6,35,220,4,1,4,22.2,Medium,0.9457,Yes
